timestamp,btc_price,btc_change_24h,btc_dominance,eth_dominance,others_dominance,altseason_score,ltc_price
2025-12-06T15:25:24.149062,89458,-0.22705,56.984333415928376,11.692490921535649,31.323175662535974,90,81.79
2025-12-06T15:30:28.427504,89469,-0.15828,56.984333415928376,11.692490921535649,31.323175662535974,90,81.74
